our_number,dedup_group_id,dedup_rank,is_canonical_stage2,is_exact_duplicate_stage2,is_conflict_version_stage2,quality_score,drop_reason
25-11-70285-000125-0,SINGLE|25-11-70285-000125-0,1,1,0,0,0,kept_canonical
25-11-70285-000126-9,SINGLE|25-11-70285-000126-9,1,1,0,0,0,kept_canonical
25-11-70285-000127-5,SINGLE|25-11-70285-000127-5,1,1,0,0,0,kept_canonical
25-11-70286-000001-7,SINGLE|25-11-70286-000001-7,1,1,0,0,0,kept_canonical
25-11-70286-000002-5,SINGLE|25-11-70286-000002-5,1,1,0,0,0,kept_canonical
25-11-70286-000003-0,SINGLE|25-11-70286-000003-0,1,1,0,0,0,kept_canonical
25-11-70286-000004-9,SINGLE|25-11-70286-000004-9,1,1,0,0,0,kept_canonical
25-11-70286-000005-8,SINGLE|25-11-70286-000005-8,1,1,0,0,0,kept_canonical
25-11-70287-000001-5,SINGLE|25-11-70287-000001-5,1,1,0,0,0,kept_canonical
25-11-70287-000002-8,SINGLE|25-11-70287-000002-8,1,1,0,0,0,kept_canonical
25-11-70287-000003-1,SINGLE|25-11-70287-000003-1,1,1,0,0,0,kept_canonical
25-11-70287-000004-4,SINGLE|25-11-70287-000004-4,1,1,0,0,0,kept_canonical
25-11-70287-000005-3,SINGLE|25-11-70287-000005-3,1,1,0,0,0,kept_canonical
25-11-70287-000006-6,SINGLE|25-11-70287-000006-6,1,1,0,0,0,kept_canonical
25-11-70287-000007-7,SINGLE|25-11-70287-000007-7,1,1,0,0,0,kept_canonical
25-11-70287-000008-9,SINGLE|25-11-70287-000008-9,1,1,0,0,0,kept_canonical
25-11-70287-000009-0,SINGLE|25-11-70287-000009-0,1,1,0,0,0,kept_canonical
25-11-70287-000015-4,SINGLE|25-11-70287-000015-4,1,1,0,0,0,kept_canonical
25-11-70287-000016-5,SINGLE|25-11-70287-000016-5,1,1,0,0,0,kept_canonical
25-11-70287-000017-9,SINGLE|25-11-70287-000017-9,1,1,0,0,0,kept_canonical
25-11-70287-000018-7,SINGLE|25-11-70287-000018-7,1,1,0,0,0,kept_canonical
25-11-70287-000019-8,SINGLE|25-11-70287-000019-8,1,1,0,0,0,kept_canonical
25-11-70287-000020-1,SINGLE|25-11-70287-000020-1,1,1,0,0,0,kept_canonical
25-11-70287-000021-7,SINGLE|25-11-70287-000021-7,1,1,0,0,0,kept_canonical
25-11-70287-000022-5,SINGLE|25-11-70287-000022-5,1,1,0,0,0,kept_canonical
25-11-70287-000023-0,SINGLE|25-11-70287-000023-0,1,1,0,0,0,kept_canonical
25-11-70287-000024-9,SINGLE|25-11-70287-000024-9,1,1,0,0,0,kept_canonical
25-11-70287-000025-8,SINGLE|25-11-70287-000025-8,1,1,0,0,0,kept_canonical
25-11-70287-000026-3,SINGLE|25-11-70287-000026-3,1,1,0,0,0,kept_canonical
25-11-70287-000027-4,SINGLE|25-11-70287-000027-4,1,1,0,0,0,kept_canonical
25-11-70289-000002-2,SINGLE|25-11-70289-000002-2,1,1,0,0,1,kept_canonical
25-11-70289-000003-3,SINGLE|25-11-70289-000003-3,1,1,0,0,1,kept_canonical
25-11-70289-000004-0,SINGLE|25-11-70289-000004-0,1,1,0,0,0,kept_canonical
25-11-70289-000005-4,SINGLE|25-11-70289-000005-4,1,1,0,0,0,kept_canonical
25-11-70289-000006-5,SINGLE|25-11-70289-000006-5,1,1,0,0,0,kept_canonical
25-11-70289-000007-9,SINGLE|25-11-70289-000007-9,1,1,0,0,0,kept_canonical
25-11-70289-000008-7,SINGLE|25-11-70289-000008-7,1,1,0,0,0,kept_canonical
25-11-70289-000009-8,SINGLE|25-11-70289-000009-8,1,1,0,0,0,kept_canonical
25-11-70289-000010-4,SINGLE|25-11-70289-000010-4,1,1,0,0,0,kept_canonical
25-11-70289-000011-2,SINGLE|25-11-70289-000011-2,1,1,0,0,0,kept_canonical
25-11-70289-000012-0,SINGLE|25-11-70289-000012-0,1,1,0,0,1,kept_canonical
25-11-70289-000013-6,SINGLE|25-11-70289-000013-6,1,1,0,0,0,kept_canonical
25-11-70289-000014-8,SINGLE|25-11-70289-000014-8,1,1,0,0,0,kept_canonical
25-11-70289-000015-7,SINGLE|25-11-70289-000015-7,1,1,0,0,0,kept_canonical
25-11-70289-000016-1,SINGLE|25-11-70289-000016-1,1,1,0,0,0,kept_canonical
25-11-70289-000017-3,SINGLE|25-11-70289-000017-3,1,1,0,0,1,kept_canonical
25-11-70289-000018-5,SINGLE|25-11-70289-000018-5,1,1,0,0,0,kept_canonical
25-11-70289-000019-9,SINGLE|25-11-70289-000019-9,1,1,0,0,0,kept_canonical
25-11-70289-000020-0,SINGLE|25-11-70289-000020-0,1,1,0,0,0,kept_canonical
25-11-70289-000021-3,SINGLE|25-11-70289-000021-3,1,1,0,0,0,kept_canonical
25-11-70289-000022-1,SINGLE|25-11-70289-000022-1,1,1,0,0,0,kept_canonical
25-11-70289-000023-7,SINGLE|25-11-70289-000023-7,1,1,0,0,0,kept_canonical
25-11-70289-000024-5,SINGLE|25-11-70289-000024-5,1,1,0,0,0,kept_canonical
25-11-70289-000025-9,SINGLE|25-11-70289-000025-9,1,1,0,0,0,kept_canonical
25-11-70289-000026-8,SINGLE|25-11-70289-000026-8,1,1,0,0,0,kept_canonical
25-11-70289-000027-6,SINGLE|25-11-70289-000027-6,1,1,0,0,0,kept_canonical
25-11-70289-000029-2,SINGLE|25-11-70289-000029-2,1,1,0,0,0,kept_canonical
25-11-70289-000030-5,SINGLE|25-11-70289-000030-5,1,1,0,0,0,kept_canonical
25-11-70289-000031-8,SINGLE|25-11-70289-000031-8,1,1,0,0,0,kept_canonical
25-11-70289-000032-6,SINGLE|25-11-70289-000032-6,1,1,0,0,0,kept_canonical
25-11-70289-000033-9,SINGLE|25-11-70289-000033-9,1,1,0,0,0,kept_canonical
25-11-70289-000034-7,SINGLE|25-11-70289-000034-7,1,1,0,0,0,kept_canonical
25-11-70289-000035-2,SINGLE|25-11-70289-000035-2,1,1,0,0,0,kept_canonical
25-11-70289-000036-0,SINGLE|25-11-70289-000036-0,1,1,0,0,0,kept_canonical
25-11-70289-000037-1,SINGLE|25-11-70289-000037-1,1,1,0,0,0,kept_canonical
25-11-70289-000038-3,SINGLE|25-11-70289-000038-3,1,1,0,0,0,kept_canonical
25-11-70289-000039-4,SINGLE|25-11-70289-000039-4,1,1,0,0,0,kept_canonical
25-11-70289-000040-9,SINGLE|25-11-70289-000040-9,1,1,0,0,0,kept_canonical
25-11-70289-000041-4,SINGLE|25-11-70289-000041-4,1,1,0,0,0,kept_canonical
25-11-70289-000042-3,SINGLE|25-11-70289-000042-3,1,1,0,0,0,kept_canonical
25-11-70289-000043-8,SINGLE|25-11-70289-000043-8,1,1,0,0,0,kept_canonical
25-11-70289-000044-6,SINGLE|25-11-70289-000044-6,1,1,0,0,0,kept_canonical
25-11-70289-000045-1,SINGLE|25-11-70289-000045-1,1,1,0,0,0,kept_canonical
25-11-70289-000046-7,SINGLE|25-11-70289-000046-7,1,1,0,0,0,kept_canonical
25-11-70289-000047-2,SINGLE|25-11-70289-000047-2,1,1,0,0,0,kept_canonical
25-11-70289-000048-0,SINGLE|25-11-70289-000048-0,1,1,0,0,0,kept_canonical
25-11-70289-000049-5,SINGLE|25-11-70289-000049-5,1,1,0,0,0,kept_canonical
25-11-70289-000050-8,SINGLE|25-11-70289-000050-8,1,1,0,0,0,kept_canonical
25-11-70289-000051-9,SINGLE|25-11-70289-000051-9,1,1,0,0,0,kept_canonical
25-11-70289-000052-4,SINGLE|25-11-70289-000052-4,1,1,0,0,0,kept_canonical
25-11-70289-000053-5,SINGLE|25-11-70289-000053-5,1,1,0,0,0,kept_canonical
25-11-70289-000054-3,SINGLE|25-11-70289-000054-3,1,1,0,0,0,kept_canonical
25-11-70290-000001-0,SINGLE|25-11-70290-000001-0,1,1,0,0,0,kept_canonical
25-11-70290-000002-9,SINGLE|25-11-70290-000002-9,1,1,0,0,0,kept_canonical
25-11-70290-000003-2,SINGLE|25-11-70290-000003-2,1,1,0,0,0,kept_canonical
25-11-70290-000004-1,SINGLE|25-11-70290-000004-1,1,1,0,0,0,kept_canonical
25-11-70290-000005-5,SINGLE|25-11-70290-000005-5,1,1,0,0,0,kept_canonical
25-11-70290-000006-4,SINGLE|25-11-70290-000006-4,1,1,0,0,0,kept_canonical
25-11-70290-000007-8,SINGLE|25-11-70290-000007-8,1,1,0,0,0,kept_canonical
25-11-70290-000008-6,SINGLE|25-11-70290-000008-6,1,1,0,0,0,kept_canonical
25-11-70290-000009-3,SINGLE|25-11-70290-000009-3,1,1,0,0,0,kept_canonical
25-11-70290-000010-8,SINGLE|25-11-70290-000010-8,1,1,0,0,0,kept_canonical
25-11-70290-000011-9,SINGLE|25-11-70290-000011-9,1,1,0,0,0,kept_canonical
25-11-70290-000012-4,SINGLE|25-11-70290-000012-4,1,1,0,0,0,kept_canonical
25-11-70290-000013-5,SINGLE|25-11-70290-000013-5,1,1,0,0,0,kept_canonical
25-11-70290-000014-3,SINGLE|25-11-70290-000014-3,1,1,0,0,0,kept_canonical
25-11-70290-000015-6,SINGLE|25-11-70290-000015-6,1,1,0,0,0,kept_canonical
25-11-70290-000016-2,SINGLE|25-11-70290-000016-2,1,1,0,0,0,kept_canonical
25-11-70290-000017-0,SINGLE|25-11-70290-000017-0,1,1,0,0,0,kept_canonical
25-11-70290-000018-1,SINGLE|25-11-70290-000018-1,1,1,0,0,0,kept_canonical
25-11-70290-000019-7,SINGLE|25-11-70290-000019-7,1,1,0,0,0,kept_canonical
25-11-70290-000020-3,SINGLE|25-11-70290-000020-3,1,1,0,0,0,kept_canonical
25-11-70290-000021-6,SINGLE|25-11-70290-000021-6,1,1,0,0,0,kept_canonical
25-11-70290-000022-7,SINGLE|25-11-70290-000022-7,1,1,0,0,0,kept_canonical
25-11-70290-000023-4,SINGLE|25-11-70290-000023-4,1,1,0,0,0,kept_canonical
25-11-70290-000024-2,SINGLE|25-11-70290-000024-2,1,1,0,0,1,kept_canonical
25-11-70290-000025-0,SINGLE|25-11-70290-000025-0,1,1,0,0,0,kept_canonical
25-11-70290-000026-9,SINGLE|25-11-70290-000026-9,1,1,0,0,1,kept_canonical
25-11-70292-000001-6,SINGLE|25-11-70292-000001-6,1,1,0,0,0,kept_canonical
25-11-70292-000002-7,SINGLE|25-11-70292-000002-7,1,1,0,0,0,kept_canonical
25-11-70292-000003-4,SINGLE|25-11-70292-000003-4,1,1,0,0,0,kept_canonical
25-11-70293-000001-1,SINGLE|25-11-70293-000001-1,1,1,0,0,0,kept_canonical
25-11-70293-000002-2,SINGLE|25-11-70293-000002-2,1,1,0,0,0,kept_canonical
25-11-70293-000003-3,SINGLE|25-11-70293-000003-3,1,1,0,0,0,kept_canonical
25-11-70296-000001-4,SINGLE|25-11-70296-000001-4,1,1,0,0,0,kept_canonical
25-11-70296-000003-8,SINGLE|25-11-70296-000003-8,1,1,0,0,0,kept_canonical
25-11-70297-000001-8,SINGLE|25-11-70297-000001-8,1,1,0,0,0,kept_canonical
25-11-70307-000001-6,SINGLE|25-11-70307-000001-6,1,1,0,0,0,kept_canonical
25-11-70307-000002-7,SINGLE|25-11-70307-000002-7,1,1,0,0,0,kept_canonical
25-11-70307-000003-4,SINGLE|25-11-70307-000003-4,1,1,0,0,0,kept_canonical
25-11-70307-000004-2,SINGLE|25-11-70307-000004-2,1,1,0,0,0,kept_canonical
25-11-70307-000005-0,SINGLE|25-11-70307-000005-0,1,1,0,0,0,kept_canonical
25-11-70307-000006-9,SINGLE|25-11-70307-000006-9,1,1,0,0,0,kept_canonical
25-11-70307-000007-5,SINGLE|25-11-70307-000007-5,1,1,0,0,0,kept_canonical
25-11-70307-000008-8,SINGLE|25-11-70307-000008-8,1,1,0,0,0,kept_canonical
25-11-70307-000009-1,SINGLE|25-11-70307-000009-1,1,1,0,0,0,kept_canonical
25-11-70307-000010-9,SINGLE|25-11-70307-000010-9,1,1,0,0,0,kept_canonical
25-11-70307-000011-4,SINGLE|25-11-70307-000011-4,1,1,0,0,0,kept_canonical
25-11-70307-000012-3,SINGLE|25-11-70307-000012-3,1,1,0,0,0,kept_canonical
25-11-70307-000013-8,SINGLE|25-11-70307-000013-8,1,1,0,0,0,kept_canonical
25-11-70307-000014-6,SINGLE|25-11-70307-000014-6,1,1,0,0,0,kept_canonical
25-11-70307-000015-1,SINGLE|25-11-70307-000015-1,1,1,0,0,0,kept_canonical
25-11-70307-000016-7,SINGLE|25-11-70307-000016-7,1,1,0,0,0,kept_canonical
25-11-70307-000017-2,SINGLE|25-11-70307-000017-2,1,1,0,0,0,kept_canonical
25-11-70309-000001-2,SINGLE|25-11-70309-000001-2,1,1,0,0,0,kept_canonical
25-11-70309-000002-0,SINGLE|25-11-70309-000002-0,1,1,0,0,0,kept_canonical
25-11-70310-000001-6,SINGLE|25-11-70310-000001-6,1,1,0,0,0,kept_canonical
25-11-70311-000001-7,SINGLE|25-11-70311-000001-7,1,1,0,0,0,kept_canonical
25-11-70311-000002-5,SINGLE|25-11-70311-000002-5,1,1,0,0,0,kept_canonical
25-11-70312-000001-9,SINGLE|25-11-70312-000001-9,1,1,0,0,0,kept_canonical
25-11-70312-000002-4,SINGLE|25-11-70312-000002-4,1,1,0,0,0,kept_canonical
25-11-70312-000003-5,SINGLE|25-11-70312-000003-5,1,1,0,0,0,kept_canonical
25-11-70312-000004-3,SINGLE|25-11-70312-000004-3,1,1,0,0,0,kept_canonical
25-11-70312-000005-6,SINGLE|25-11-70312-000005-6,1,1,0,0,0,kept_canonical
25-11-70312-000006-2,SINGLE|25-11-70312-000006-2,1,1,0,0,0,kept_canonical
25-11-70312-000007-0,SINGLE|25-11-70312-000007-0,1,1,0,0,0,kept_canonical
25-11-70312-000008-1,SINGLE|25-11-70312-000008-1,1,1,0,0,0,kept_canonical
25-11-70312-000009-7,SINGLE|25-11-70312-000009-7,1,1,0,0,0,kept_canonical
25-11-70312-000010-0,SINGLE|25-11-70312-000010-0,1,1,0,0,0,kept_canonical
25-11-70312-000011-3,SINGLE|25-11-70312-000011-3,1,1,0,0,0,kept_canonical
25-11-70312-000012-1,SINGLE|25-11-70312-000012-1,1,1,0,0,0,kept_canonical
25-11-70312-000013-7,SINGLE|25-11-70312-000013-7,1,1,0,0,0,kept_canonical
25-11-70312-000014-5,SINGLE|25-11-70312-000014-5,1,1,0,0,0,kept_canonical
25-11-70312-000015-9,SINGLE|25-11-70312-000015-9,1,1,0,0,0,kept_canonical
25-11-70312-000016-8,SINGLE|25-11-70312-000016-8,1,1,0,0,0,kept_canonical
25-11-70312-000017-6,SINGLE|25-11-70312-000017-6,1,1,0,0,0,kept_canonical
25-11-70312-000018-4,SINGLE|25-11-70312-000018-4,1,1,0,0,0,kept_canonical
25-11-70312-000019-2,SINGLE|25-11-70312-000019-2,1,1,0,0,0,kept_canonical
25-11-70312-000020-2,SINGLE|25-11-70312-000020-2,1,1,0,0,0,kept_canonical
25-11-70312-000021-5,SINGLE|25-11-70312-000021-5,1,1,0,0,0,kept_canonical
25-11-70312-000022-8,SINGLE|25-11-70312-000022-8,1,1,0,0,0,kept_canonical
25-11-70312-000023-1,SINGLE|25-11-70312-000023-1,1,1,0,0,0,kept_canonical
25-11-70312-000024-4,SINGLE|25-11-70312-000024-4,1,1,0,0,0,kept_canonical
25-11-70312-000025-3,SINGLE|25-11-70312-000025-3,1,1,0,0,0,kept_canonical
25-11-70312-000027-7,SINGLE|25-11-70312-000027-7,1,1,0,0,0,kept_canonical
25-11-70438-000001-1,SINGLE|25-11-70438-000001-1,1,1,0,0,0,kept_canonical
25-11-70438-000002-2,SINGLE|25-11-70438-000002-2,1,1,0,0,0,kept_canonical
25-11-70439-000001-8,SINGLE|25-11-70439-000001-8,1,1,0,0,0,kept_canonical
25-11-70439-000002-6,SINGLE|25-11-70439-000002-6,1,1,0,0,0,kept_canonical
25-11-70439-000005-2,SINGLE|25-11-70439-000005-2,1,1,0,0,0,kept_canonical
25-11-70439-000006-0,SINGLE|25-11-70439-000006-0,1,1,0,0,0,kept_canonical
25-11-70439-000009-4,SINGLE|25-11-70439-000009-4,1,1,0,0,0,kept_canonical
25-11-70439-000010-7,SINGLE|25-11-70439-000010-7,1,1,0,0,0,kept_canonical
25-11-70439-000011-0,SINGLE|25-11-70439-000011-0,1,1,0,0,0,kept_canonical
25-11-70440-000001-2,SINGLE|25-11-70440-000001-2,1,1,0,0,0,kept_canonical
25-11-70440-000002-0,SINGLE|25-11-70440-000002-0,1,1,0,0,0,kept_canonical
25-11-70440-000003-6,SINGLE|25-11-70440-000003-6,1,1,0,0,0,kept_canonical
25-11-70562-000003-9,SINGLE|25-11-70562-000003-9,1,1,0,0,0,kept_canonical
25-11-70562-000004-7,SINGLE|25-11-70562-000004-7,1,1,0,0,0,kept_canonical
25-11-70562-000006-0,SINGLE|25-11-70562-000006-0,1,1,0,0,0,kept_canonical
25-11-70562-000007-1,SINGLE|25-11-70562-000007-1,1,1,0,0,0,kept_canonical
25-11-70562-000023-6,SINGLE|25-11-70562-000023-6,1,1,0,0,0,kept_canonical
25-11-70562-000025-7,SINGLE|25-11-70562-000025-7,1,1,0,0,0,kept_canonical
25-11-70562-000028-5,SINGLE|25-11-70562-000028-5,1,1,0,0,0,kept_canonical
25-11-70562-000032-5,SINGLE|25-11-70562-000032-5,1,1,0,0,0,kept_canonical
25-11-70562-000034-9,SINGLE|25-11-70562-000034-9,1,1,0,0,0,kept_canonical
25-11-70562-000035-8,SINGLE|25-11-70562-000035-8,1,1,0,0,0,kept_canonical
25-11-70562-000036-3,SINGLE|25-11-70562-000036-3,1,1,0,0,0,kept_canonical
25-11-70562-000037-4,SINGLE|25-11-70562-000037-4,1,1,0,0,0,kept_canonical
25-11-70562-000045-9,SINGLE|25-11-70562-000045-9,1,1,0,0,0,kept_canonical
25-11-70562-000048-4,SINGLE|25-11-70562-000048-4,1,1,0,0,0,kept_canonical
25-11-70562-000049-2,SINGLE|25-11-70562-000049-2,1,1,0,0,0,kept_canonical
25-11-70562-000050-6,SINGLE|25-11-70562-000050-6,1,1,0,0,0,kept_canonical
25-11-70562-000051-1,SINGLE|25-11-70562-000051-1,1,1,0,0,0,kept_canonical
25-11-70562-000052-2,SINGLE|25-11-70562-000052-2,1,1,0,0,0,kept_canonical
25-11-70562-000053-3,SINGLE|25-11-70562-000053-3,1,1,0,0,0,kept_canonical
25-11-70562-000054-0,SINGLE|25-11-70562-000054-0,1,1,0,0,0,kept_canonical
25-11-70562-000055-4,SINGLE|25-11-70562-000055-4,1,1,0,0,0,kept_canonical
25-11-70562-000056-5,SINGLE|25-11-70562-000056-5,1,1,0,0,0,kept_canonical
25-11-70562-000057-9,SINGLE|25-11-70562-000057-9,1,1,0,0,0,kept_canonical
25-11-70562-000058-7,SINGLE|25-11-70562-000058-7,1,1,0,0,0,kept_canonical
25-11-70562-000059-8,SINGLE|25-11-70562-000059-8,1,1,0,0,0,kept_canonical
25-11-70562-000060-3,SINGLE|25-11-70562-000060-3,1,1,0,0,0,kept_canonical
25-11-70562-000061-6,SINGLE|25-11-70562-000061-6,1,1,0,0,0,kept_canonical
25-11-70562-000062-7,SINGLE|25-11-70562-000062-7,1,1,0,0,1,kept_canonical
25-11-70562-000063-4,SINGLE|25-11-70562-000063-4,1,1,0,0,0,kept_canonical
25-11-70562-000064-2,SINGLE|25-11-70562-000064-2,1,1,0,0,0,kept_canonical
25-11-70562-000065-0,SINGLE|25-11-70562-000065-0,1,1,0,0,0,kept_canonical
25-11-70562-000066-9,SINGLE|25-11-70562-000066-9,1,1,0,0,0,kept_canonical
25-11-70562-000067-5,SINGLE|25-11-70562-000067-5,1,1,0,0,0,kept_canonical
25-11-70562-000068-8,SINGLE|25-11-70562-000068-8,1,1,0,0,0,kept_canonical
25-11-70562-000069-1,SINGLE|25-11-70562-000069-1,1,1,0,0,0,kept_canonical
25-11-70562-000070-2,SINGLE|25-11-70562-000070-2,1,1,0,0,0,kept_canonical
25-11-70562-000071-5,SINGLE|25-11-70562-000071-5,1,1,0,0,1,kept_canonical
25-11-70562-000072-8,SINGLE|25-11-70562-000072-8,1,1,0,0,0,kept_canonical
25-11-70562-000073-1,SINGLE|25-11-70562-000073-1,1,1,0,0,0,kept_canonical
25-11-70562-000074-4,SINGLE|25-11-70562-000074-4,1,1,0,0,0,kept_canonical
25-11-70562-000075-3,SINGLE|25-11-70562-000075-3,1,1,0,0,0,kept_canonical
25-11-70562-000076-6,SINGLE|25-11-70562-000076-6,1,1,0,0,0,kept_canonical
25-11-70562-000077-7,SINGLE|25-11-70562-000077-7,1,1,0,0,0,kept_canonical
25-11-70562-000078-9,SINGLE|25-11-70562-000078-9,1,1,0,0,0,kept_canonical
25-11-70562-000079-0,SINGLE|25-11-70562-000079-0,1,1,0,0,0,kept_canonical
25-11-70562-000080-8,SINGLE|25-11-70562-000080-8,1,1,0,0,0,kept_canonical
25-11-70562-000081-9,SINGLE|25-11-70562-000081-9,1,1,0,0,0,kept_canonical
25-11-70562-000082-4,SINGLE|25-11-70562-000082-4,1,1,0,0,0,kept_canonical
25-11-70562-000083-5,SINGLE|25-11-70562-000083-5,1,1,0,0,0,kept_canonical
25-11-70562-000084-3,SINGLE|25-11-70562-000084-3,1,1,0,0,0,kept_canonical
25-11-70562-000085-6,SINGLE|25-11-70562-000085-6,1,1,0,0,0,kept_canonical
25-11-70562-000086-2,SINGLE|25-11-70562-000086-2,1,1,0,0,0,kept_canonical
25-11-70562-000087-0,SINGLE|25-11-70562-000087-0,1,1,0,0,0,kept_canonical
25-11-70562-000088-1,SINGLE|25-11-70562-000088-1,1,1,0,0,0,kept_canonical
25-11-70562-000089-7,SINGLE|25-11-70562-000089-7,1,1,0,0,0,kept_canonical
25-11-70562-000090-9,SINGLE|25-11-70562-000090-9,1,1,0,0,0,kept_canonical
25-11-70562-000091-4,SINGLE|25-11-70562-000091-4,1,1,0,0,0,kept_canonical
25-11-70562-000092-3,SINGLE|25-11-70562-000092-3,1,1,0,0,0,kept_canonical
25-11-70562-000093-8,SINGLE|25-11-70562-000093-8,1,1,0,0,0,kept_canonical
25-11-70562-000094-6,SINGLE|25-11-70562-000094-6,1,1,0,0,0,kept_canonical
25-11-70562-000095-1,SINGLE|25-11-70562-000095-1,1,1,0,0,0,kept_canonical
25-11-70562-000096-7,SINGLE|25-11-70562-000096-7,1,1,0,0,0,kept_canonical
25-11-70562-000097-2,SINGLE|25-11-70562-000097-2,1,1,0,0,0,kept_canonical
25-11-70562-000098-0,SINGLE|25-11-70562-000098-0,1,1,0,0,0,kept_canonical
25-11-70562-000099-5,SINGLE|25-11-70562-000099-5,1,1,0,0,0,kept_canonical
25-11-70562-000100-6,SINGLE|25-11-70562-000100-6,1,1,0,0,0,kept_canonical
25-11-70562-000101-1,SINGLE|25-11-70562-000101-1,1,1,0,0,0,kept_canonical
25-11-70562-000102-2,SINGLE|25-11-70562-000102-2,1,1,0,0,0,kept_canonical
25-11-70562-000103-3,SINGLE|25-11-70562-000103-3,1,1,0,0,0,kept_canonical
25-11-70562-000104-0,SINGLE|25-11-70562-000104-0,1,1,0,0,0,kept_canonical
25-11-70562-000105-4,SINGLE|25-11-70562-000105-4,1,1,0,0,0,kept_canonical
25-11-70562-000106-5,SINGLE|25-11-70562-000106-5,1,1,0,0,0,kept_canonical
25-11-70562-000107-9,SINGLE|25-11-70562-000107-9,1,1,0,0,0,kept_canonical
25-11-70562-000108-7,SINGLE|25-11-70562-000108-7,1,1,0,0,0,kept_canonical
25-11-70562-000109-8,SINGLE|25-11-70562-000109-8,1,1,0,0,0,kept_canonical
25-11-70562-000110-4,SINGLE|25-11-70562-000110-4,1,1,0,0,0,kept_canonical
25-11-70562-000111-2,SINGLE|25-11-70562-000111-2,1,1,0,0,0,kept_canonical
25-11-70562-000112-0,SINGLE|25-11-70562-000112-0,1,1,0,0,0,kept_canonical
25-11-70562-000113-6,SINGLE|25-11-70562-000113-6,1,1,0,0,1,kept_canonical
25-11-70562-000114-8,SINGLE|25-11-70562-000114-8,1,1,0,0,0,kept_canonical
25-11-70562-000115-7,SINGLE|25-11-70562-000115-7,1,1,0,0,1,kept_canonical
25-11-70562-000116-1,SINGLE|25-11-70562-000116-1,1,1,0,0,0,kept_canonical
25-11-70562-000117-3,SINGLE|25-11-70562-000117-3,1,1,0,0,0,kept_canonical
25-11-70562-000118-5,SINGLE|25-11-70562-000118-5,1,1,0,0,0,kept_canonical
25-11-70562-000119-9,SINGLE|25-11-70562-000119-9,1,1,0,0,0,kept_canonical
25-11-70562-000120-0,SINGLE|25-11-70562-000120-0,1,1,0,0,0,kept_canonical
25-11-70562-000121-3,SINGLE|25-11-70562-000121-3,1,1,0,0,0,kept_canonical
25-11-70562-000123-7,SINGLE|25-11-70562-000123-7,1,1,0,0,0,kept_canonical
25-11-70562-000124-5,SINGLE|25-11-70562-000124-5,1,1,0,0,0,kept_canonical
25-11-70562-000125-9,SINGLE|25-11-70562-000125-9,1,1,0,0,0,kept_canonical
25-11-70562-000126-8,SINGLE|25-11-70562-000126-8,1,1,0,0,1,kept_canonical
25-11-70562-000127-6,SINGLE|25-11-70562-000127-6,1,1,0,0,1,kept_canonical
25-11-70562-000128-4,SINGLE|25-11-70562-000128-4,1,1,0,0,0,kept_canonical
25-11-70562-000129-2,SINGLE|25-11-70562-000129-2,1,1,0,0,0,kept_canonical
25-11-70562-000130-5,SINGLE|25-11-70562-000130-5,1,1,0,0,0,kept_canonical
25-11-70562-000131-8,SINGLE|25-11-70562-000131-8,1,1,0,0,0,kept_canonical
25-11-70562-000132-6,SINGLE|25-11-70562-000132-6,1,1,0,0,0,kept_canonical
25-11-70562-000133-9,SINGLE|25-11-70562-000133-9,1,1,0,0,0,kept_canonical
25-11-70562-000134-7,SINGLE|25-11-70562-000134-7,1,1,0,0,0,kept_canonical
25-11-70562-000135-2,SINGLE|25-11-70562-000135-2,1,1,0,0,1,kept_canonical
25-11-70562-000136-0,SINGLE|25-11-70562-000136-0,1,1,0,0,0,kept_canonical
25-11-70562-000137-1,SINGLE|25-11-70562-000137-1,1,1,0,0,0,kept_canonical
25-11-70562-000138-3,SINGLE|25-11-70562-000138-3,1,1,0,0,0,kept_canonical
25-11-70562-000139-4,SINGLE|25-11-70562-000139-4,1,1,0,0,0,kept_canonical
25-11-70562-000140-9,SINGLE|25-11-70562-000140-9,1,1,0,0,0,kept_canonical
25-11-70562-000141-4,SINGLE|25-11-70562-000141-4,1,1,0,0,0,kept_canonical
25-11-70562-000142-3,SINGLE|25-11-70562-000142-3,1,1,0,0,0,kept_canonical
25-11-70562-000143-8,SINGLE|25-11-70562-000143-8,1,1,0,0,0,kept_canonical
25-11-70562-000144-6,SINGLE|25-11-70562-000144-6,1,1,0,0,0,kept_canonical
25-11-70562-000145-1,SINGLE|25-11-70562-000145-1,1,1,0,0,0,kept_canonical
25-11-70562-000146-7,SINGLE|25-11-70562-000146-7,1,1,0,0,0,kept_canonical
25-11-70562-000147-2,SINGLE|25-11-70562-000147-2,1,1,0,0,0,kept_canonical
25-11-70562-000148-0,SINGLE|25-11-70562-000148-0,1,1,0,0,0,kept_canonical
25-11-70562-000150-8,SINGLE|25-11-70562-000150-8,1,1,0,0,1,kept_canonical
25-11-70562-000151-9,SINGLE|25-11-70562-000151-9,1,1,0,0,1,kept_canonical
25-11-70562-000152-4,SINGLE|25-11-70562-000152-4,1,1,0,0,0,kept_canonical
25-11-70562-000153-5,SINGLE|25-11-70562-000153-5,1,1,0,0,0,kept_canonical
25-11-70562-000154-3,SINGLE|25-11-70562-000154-3,1,1,0,0,0,kept_canonical
25-11-70562-000155-6,SINGLE|25-11-70562-000155-6,1,1,0,0,0,kept_canonical
